count,title
5,41401
5,45922
5,50887
5,54338
5,61484
5,67996
5,69663
5,54777
5,44054
5,52849
5,51043
5,49342
5,48888
5,54784
5,42006
5,49240
5,49449
5,40049
5,54536
5,49550
5,46727
5,50660
5,47284
5,44308
5,44044
5,63129
5,45338
5,51399
5,43816
5,46376
5,54997
5,43097
5,44574
5,43377
5,40088
5,49164
5,41874
5,43324
5,48832
5,40072
5,53523
5,51448
5,52918
5,45611
5,72969
5,46452
5,40858
5,55276
5,55488
5,47319
5,60907
5,42939
5,48960
5,54398
5,55660
5,44341
5,53217
5,48068
5,52856
5,47971
5,47299
5,60161
5,58729
5,55650
5,56744
5,43880
5,52637
5,50804
5,44124
5,47883
5,58097
5,49216
5,54843
5,46522
5,55206
5,58302
5,46406
5,67181
5,60484
5,40265
5,66286
5,50069
5,55189
5,49344
5,48319
5,47917
5,51421
5,54221
5,45248
5,41650
5,47541
5,46720
5,44753
5,49913
5,44838
5,57141
5,56836
5,42665
5,41545
5,42043
5,45040
5,46194
5,44534
5,41552
5,58379
5,51592
5,61331
5,61570
5,42243
5,45441
5,48323
5,51082
5,59169
5,46579
5,42684
5,48946
5,59001
5,55963
5,54982
5,65940
5,40578
5,53936
5,49622
5,43073
5,53971
5,56132
5,46342
5,40596
5,47410
5,42336
5,47734
5,44627
5,42835
5,58177
5,41635
5,47206
5,44885
5,41529
5,47654
5,58391
5,50666
5,56143
5,42843
5,55100
5,51293
5,42617
5,45216
5,74005
5,59727
5,55023
5,47144
5,62982
5,48949
5,62267
5,51910
5,50562
5,51364
5,44617
5,55318
5,40283
5,51814
5,57463
5,58976
5,40442
5,52927
5,52409
5,40501
5,47975
5,41410
5,61545
5,70261
5,44513
5,53876
5,44249
5,62656
5,54168
5,43818
5,54384
5,62904
5,45530
5,59780
5,65998
5,50350
5,43805
5,50783
5,56339
5,52051
5,50133
5,42705
5,49056
5,64977
5,51818
5,48399
5,45455
5,52659
5,75684
5,56305
5,52416
5,46415
5,49706
5,58868
5,42045
5,46988
5,52333
5,70122
5,49357
5,49506
5,55395
5,47232
5,60656
5,54060
5,57364
5,63539
5,43726
5,46616
5,40554
5,40823
5,58306
5,53127
5,40790
5,65774
5,48983
5,40460
5,46801
5,46011
5,41864
5,48618
5,51525
5,55022
5,56136
5,63844
5,59604
5,55021
5,59356
5,53539
5,49715
5,52640
5,54890
5,52404
5,43817
5,46264
5,55597
5,53326
5,55130
5,44486
5,51333
5,53165
5,46915
5,61697
5,53827
5,50286
5,55068
5,54336
5,63292
5,56111
5,57953
5,50525
5,54114
5,63776
5,40826
5,61634
5,48631
5,52850
5,41674
5,60557
5,49361
5,50787
5,42913
5,41164
5,54423
5,46484
5,49098
5,42004
5,48293
5,54757
5,41824
5,50087
5,52403
5,41047
5,42502
5,52483
5,44496
5,48810
5,64159
5,58583
5,48228
5,52620
5,56780
5,55766
5,57857
5,44729
5,55200
5,75911
5,40667
5,52224
5,43096
5,52662
5,49841
5,49674
5,49173
5,51271
5,47782
5,51210
5,50676
5,40800
5,45963
5,55354
5,59450
5,52965
5,46685
5,49961
5,52347
5,41081
5,53526
5,59698
5,60654
5,52299
5,49014
5,43732
5,42872
5,50358
5,44910
5,45509
5,43239
5,59307
5,61615
5,88769
5,44424
5,72191
5,41238
5,51247
5,45650
5,53244
5,41363
5,41012
5,40222
5,45031
5,54264
5,60339
5,51419
5,43050
5,58290
5,52593
5,56628
5,61742
5,46217
5,44880
5,45702
5,48052
5,57826
5,59664
5,52541
5,41867
5,51891
5,44500
5,47479
5,69722
5,52189
5,56198
5,50629
5,44973
5,43168
5,44107
5,59961
5,42277
5,41657
5,51388
5,42079
5,54691
5,56394
5,44612
5,47114
5,43040
5,56561
5,48217
5,48250
5,47599
5,45476
5,49591
5,61784
5,54011
5,44407
5,52872
5,54217
5,52369
5,43618
5,45425
5,67482
5,60206
5,54842
5,54177
5,70580
5,42838
5,50330
5,48516
5,48784
5,45224
5,60850
5,40995
5,43535
5,51491
5,50916
5,51113
5,40857
5,63339
5,57053
5,51883
5,49635
5,56872
5,47420
5,55280
5,58336
5,43273
5,54916
5,47878
5,46287
5,46178
5,46911
5,61301
5,46530
5,53521
5,53973
5,55443
5,43443
5,50688
5,59700
5,55370
5,45540
5,46157
5,57973
5,41972
5,46130
5,54298
5,45678
5,47434
5,57056
5,53945
5,50283
5,57903
5,46545
5,41309
5,50867
5,40569
5,45547
5,51822
5,50080
5,49561
5,56732
5,55739
5,43009
5,60006
5,44337
5,48476
5,44586
5,60183
5,59893
5,55526
5,60168
5,54945
5,40445
5,41986
5,48726
5,41111
5,46490
5,41061
5,43699
5,45572
5,47160
5,53110
5,43424
5,54377
5,50029
5,41901
5,55872
5,48333
5,47817
5,58321
5,40390
5,49519
5,47190
5,48877
5,48681
5,54547
5,62458
5,56450
5,54427
5,45706
5,42307
5,63235
5,56677
5,52876
5,50777
5,49296
5,53415
5,56007
5,45497
5,47193
5,67221
5,51439
5,46691
5,46093
5,64626
5,53026
5,44227
5,54821
5,44614
5,46136
5,50340
5,61104
5,48194
5,41393
5,62924
5,51074
5,72769
5,49572
5,59977
5,48685
5,53008
5,49463
5,77758
5,45122
5,43700
5,58286
5,56579
5,45513
5,59927
5,76277
5,54297
5,53317
5,44669
5,47352
5,45692
5,47834
5,49749
5,45177
5,47422
5,46336
5,54053
5,59596
5,47195
5,53593
5,66882
5,46673
5,49335
5,60477
5,48187
5,55222
5,47314
5,64542
5,66138
5,44625
5,45802
5,54917
5,52501
5,48594
5,40781
5,41812
5,56646
5,51499
5,62352
5,47959
5,50480
5,51291
5,50374
5,59523
5,53429
5,53291
4,48862
4,40297
4,51943
4,62747
4,63757
4,42012
4,52063
4,55277
4,41198
4,47798
4,49410
4,52683
4,67056
4,55543
4,54077
4,63144
4,61362
4,41613
4,43418
4,45466
4,55157
4,45519
4,47288
4,52202
4,60741
4,65549
4,50336
4,50201
4,42856
4,41798
4,48062
4,45477
4,45163
4,70562
4,48409
4,45862
4,60249
4,60374
4,45751
4,51786
4,55077
4,70899
4,40433
4,46045
4,50319
4,57038
4,72054
4,43395
4,58961
4,58494
4,42492
4,46334
4,64979
4,47513
4,47345
4,56755
4,73428
4,51557
4,47274
4,46958
4,51530
4,46765
4,43821
4,49047
4,60997
4,42720
4,63306
4,51609
4,74261
4,55065
4,68535
4,42176
4,55459
4,50237
4,64261
4,65895
4,58092
4,52612
4,60149
4,64885
4,48400
4,42182
4,51428
4,66709
4,41092
4,50299
4,70283
4,49333
4,49350
4,64353
4,56325
4,48915
4,44386
4,62972
4,54783
4,55588
4,60788
4,53287
4,46814
4,50817
4,48557
4,47401
4,57086
4,43697
4,42439
4,52012
4,50445
4,47366
4,52749
4,46617
4,63153
4,54766
4,53354
4,53772
4,42963
4,41687
4,66639
4,46618
4,45665
4,52066
4,57535
4,65872
4,65856
4,48816
4,44962
4,45830
4,46216
4,56207
4,53390
4,40050
4,48558
4,55784
4,64621
4,49492
4,63547
4,53886
4,43461
4,54121
4,56969
4,63675
4,54709
4,69031
4,60623
4,71103
4,40969
4,51734
4,52142
4,66997
4,60502
4,42148
4,44199
4,48530
4,58957
4,52230
4,62180
4,54403
4,52565
4,41551
4,65695
4,52959
4,59797
4,52691
4,64679
4,46786
4,48624
4,43715
4,43166
4,43088
4,64202
4,54288
4,46400
4,69425
4,41919
4,52370
4,60632
4,60782
4,47976
4,53970
4,44695
4,60878
4,48579
4,52274
4,67732
4,70500
4,54911
4,46518
4,49703
4,58870
4,58999
4,65677
4,57325
4,60237
4,44781
4,48988
4,54891
4,41349
4,52745
4,40963
4,50399
4,54645
4,56631
4,46569
4,46409
4,62895
4,40423
4,52583
4,56208
4,48092
4,46316
4,55097
4,41359
4,47222
4,48459
4,50496
4,76088
4,45322
4,57569
4,48242
4,51819
4,51282
4,46330
4,69795
4,41937
4,62613
4,40171
4,52125
4,53279
4,55927
4,59003
4,45545
4,56597
4,47440
4,56725
4,59257
4,54939
4,59002
4,52867
4,46202
4,56093
4,43380
4,41131
4,61163
4,51608
4,46800
4,42707
4,43943
4,56017
4,59678
4,74581
4,66065
4,53194
4,42252
4,51513
4,60385
4,40002
4,46070
4,76829
4,46773
4,62524
4,78174
4,66756
4,44380
4,40594
4,57842
4,55532
4,45689
4,50756
4,55765
4,59410
4,59876
4,47303
4,48635
4,41270
4,44042
4,51455
4,45714
4,60139
4,42192
4,56707
4,53756
4,47835
4,65553
4,40820
4,62493
4,60831
4,41036
4,55925
4,56850
4,59122
4,45707
4,66174
4,43172
4,51469
4,44210
4,58828
4,43068
4,58267
4,64453
4,45595
4,41046
4,60857
4,59199
4,60930
4,55751
4,51982
4,44520
4,58939
4,46019
4,48582
4,46069
4,45260
4,42211
4,71652
4,51463
4,68173
4,52908
4,44888
4,60921
4,51805
4,46005
4,46341
4,45544
4,51342
4,65713
4,61079
4,51308
4,57729
4,58307
4,47564
4,48808
4,60302
4,60888
4,59222
4,46956
4,57980
4,53706
4,51193
4,58553
4,44016
4,49571
4,50281
4,46524
4,74496
4,53446
4,55885
4,50977
4,41843
4,42891
4,54408
4,41958
4,48088
4,73867
4,46943
4,41002
4,68017
4,55482
4,56625
4,49760
4,43431
4,41184
4,60284
4,45100
4,46730
4,43899
4,48434
4,63056
4,53479
4,41940
4,43894
4,46805
4,48106
4,46733
4,45183
4,70221
4,45716
4,57157
4,50365
4,44212
4,47478
4,67860
4,43648
4,70927
4,73586
4,57425
4,42780
4,50482
4,41698
4,59901
4,57520
4,54122
4,67214
4,73262
4,48650
4,56430
4,45003
4,45628
4,40012
4,47473
4,48149
4,40289
4,41353
4,54841
4,46846
4,52327
4,45421
4,53474
4,56028
4,59610
4,55242
4,49987
4,46054
4,58418
4,48318
4,57092
4,65758
4,46031
4,55323
4,56420
4,54478
4,46315
4,58766
4,41922
4,40938
4,49365
4,65401
4,73514
4,49323
4,42562
4,43809
4,59038
4,57356
4,50166
4,58933
4,60731
4,60193
4,64113
4,76816
4,66440
4,61685
4,67867
4,43117
4,50210
4,54316
4,49501
4,42090
4,56046
4,70578
4,45741
4,51215
4,60924
4,50681
4,70448
4,57588
4,59402
4,66715
4,51292
4,71332
4,66643
4,56496
4,68245
4,56423
4,45827
4,71147
4,54838
4,50412
4,49127
4,48046
4,47677
4,43658
4,54407
4,45677
4,61375
4,62552
4,47911
4,58800
4,40102
4,69016
4,50121
4,57642
4,63968
4,41618
4,40614
4,45894
4,44011
4,45626
4,51839
4,56473
4,69243
4,50798
4,60727
4,57986
4,46034
4,47020
4,59605
4,48523
4,66622
4,44292
4,64810
4,48772
4,51086
4,57315
4,70288
4,41744
4,54527
4,44544
4,48185
4,41027
4,56263
4,58465
4,50422
4,62498
4,54587
4,53620
4,51808
4,73508
4,60257
4,43677
4,44462
4,51720
4,42822
4,54923
4,43251
4,53410
4,57461
4,44531
4,57164
4,50215
4,40097
4,46853
4,40728
4,64804
4,46927
4,52344
4,59725
4,56344
4,60268
4,42449
4,43366
4,64753
4,77162
4,57306
4,46108
4,43734
4,71012
4,54211
4,52564
4,42118
4,52260
4,52118
4,42106
4,55040
4,47537
4,55020
4,40356
4,57570
4,68426
4,40489
4,53310
4,52761
4,43200
4,55338
4,42281
4,54365
4,46186
4,50203
4,52507
4,42564
4,45591
4,51283
4,70974
4,40307
4,61544
4,56702
4,47125
4,53938
4,57550
4,47441
4,47454
4,40699
4,48362
4,42453
4,42592
4,57093
4,43568
4,53309
4,44184
4,54941
4,50297
4,56184
4,66261
4,67441
4,50346
4,49426
4,58861
4,52111
4,69234
4,54631
4,51976
4,58067
4,52257
4,44349
4,52438
4,56384
4,50725
4,52325
4,51501
4,44866
4,55955
4,56874
4,60521
4,62530
4,62188
4,43579
4,48767
4,73596
4,65042
4,57635
4,58300
4,75240
4,49842
4,49653
4,50289
4,63112
4,63516
4,41905
4,54730
4,65433
4,50377
4,41857
4,58142
4,46966
4,52794
4,72249
4,60364
4,40111
4,50054
4,53664
4,51992
4,67824
4,62930
4,69979
4,40352
4,47327
4,53819
4,61614
4,45815
4,48622
4,45865
4,40462
4,52383
4,67377
4,40216
4,43348
4,47879
4,47461
4,45012
4,41496
4,65971
4,46003
4,44601
4,56345
4,51440
4,53173
4,49321
4,60130
4,50797
4,44966
4,48285
4,42825
4,40865
4,42579
4,40376
4,64428
4,56714
4,53423
4,41022
4,44565
4,65278
4,44905
4,57424
4,75929
4,49156
4,45263
4,53388
4,59085
4,52520
4,56823
4,43810
4,55548
4,41094
4,66448
4,50229
4,45627
4,69805
4,68397
4,50739
4,71284
4,40090
4,53334
4,60944
4,67197
4,40136
4,57976
4,56920
4,49448
4,60087
4,45153
4,56271
4,55329
4,58869
4,67971
4,52093
4,52807
4,49655
4,55934
4,52696
4,40274
4,45327
4,48500
4,60065
4,56250
4,52864
4,60711
4,62755
4,48421
4,49600
4,41526
4,40154
4,75662
4,54044
4,49618
4,45088
4,47099
4,55010
4,50811
4,40989
4,42388
4,54027
4,62095
4,49791
4,45140
4,49411
4,50314
4,45056
4,72590
4,47229
4,60881
4,48354
4,55881
4,56363
4,42849
4,45176
4,49728
4,45281
4,54161
4,67163
4,57480
4,44104
4,43508
4,45654
4,51665
4,54960
4,44361
4,52604
4,41491
4,47026
4,52094
4,46881
4,45267
4,42920
4,50180
4,42222
4,58087
4,62889
4,50870
4,40562
4,41895
4,49144
4,40231
4,52077
4,68546
4,40106
4,53227
4,40998
4,62593
4,74270
4,62577
4,62681
4,43883
4,60889
4,43437
4,49036
4,69369
4,41395
4,50602
4,59338
4,53380
4,45483
4,62675
4,44554
4,49876
4,41352
4,60901
4,50886
4,57476
4,41115
4,53242
4,45148
4,46838
4,45873
4,63176
4,68350
4,51057
4,51621
4,46506
4,51944
4,42198
4,51549
4,46267
4,43701
4,42224
4,68294
4,47037
4,40849
4,64248
4,58582
4,62394
4,53518
4,40491
4,55680
4,41947
4,70182
4,57589
4,51104
4,45321
4,51667
4,44884
4,46185
4,51565
4,50395
4,59919
4,54382
4,54381
4,53426
4,48800
4,48042
4,48601
4,45465
4,55501
4,55879
4,47520
4,64438
4,47724
4,67727
4,59707
4,41043
4,55638
4,58619
4,54405
4,55062
4,51623
4,52698
4,54327
4,69560
4,42481
4,51999
4,64871
4,59757
4,51857
4,51887
4,67352
4,61317
4,49733
4,40077
4,46143
4,50448
4,44437
4,48437
4,42567
4,57471
4,50027
4,44904
4,67266
4,65174
4,72373
4,62081
4,51045
4,57485
4,48687
4,65097
4,55385
4,49196
4,45551
4,45891
4,47656
4,58733
4,48912
4,51345
4,52460
4,64256
4,47007
4,52510
4,55791
4,60372
4,49640
4,56452
4,51521
4,48723
4,41346
4,63035
4,52553
4,53109
4,59291
4,70414
4,50493
4,67106
4,64330
4,53101
4,47502
4,47071
4,51947
4,48381
4,52175
4,66173
4,55534
4,53284
4,40483
4,55332
4,49707
4,45138
4,40748
4,43056
4,48852
4,55417
4,45721
4,53070
4,55858
4,45211
4,57929
4,53637
4,55147
4,55663
4,54082
4,72375
4,52805
4,40762
4,49338
4,46283
4,52703
4,57458
4,47981
4,57336
4,55352
4,40327
4,64090
4,58195
4,51415
4,53167
4,74315
4,55031
4,62052
4,50318
4,65644
4,42107
4,48142
4,42787
4,47466
4,60015
4,45687
4,43630
4,56090
4,48041
4,53159
4,48797
4,55871
4,50597
4,46824
4,61884
4,51935
4,64476
4,53120
4,60200
4,51602
4,42894
4,43784
4,42050
4,40323
4,59806
4,42426
4,44043
4,46811
4,61263
4,61757
4,68151
4,58408
4,69127
4,42434
4,47336
4,43669
4,43276
4,48998
4,52851
4,65602
4,42171
4,48898
4,70517
4,55259
4,48836
4,51496
4,53918
4,46989
4,52209
4,46027
4,52182
4,68015
4,57603
4,55545
4,50220
4,58503
4,45640
4,44543
4,63761
4,44937
4,66768
4,56248
4,41881
4,46041
4,61907
4,49922
4,43977
4,46572
4,69171
4,69628
4,72459
4,70912
4,46676
4,46848
4,47694
4,44724
4,42226
4,61831
4,59682
4,55580
4,47315
4,53791
4,48531
4,50089
4,41721
4,52491
4,44710
4,65110
4,41332
4,47218
4,58032
4,52120
4,73482
4,56447
4,57082
4,40417
4,44428
4,44234
4,42229
4,59191
4,59452
4,42643
4,51591
4,56864
4,73204
4,57663
4,48972
4,41101
4,44406
4,60017
4,69847
4,44382
4,46343
4,58937
4,43851
4,58050
4,52623
4,40138
4,46301
4,51660
4,46275
4,43803
4,44820
4,51144
4,48652
4,48182
4,54257
4,41265
4,44109
4,52502
4,49892
4,41617
4,63517
4,53905
4,43343
4,49175
4,51953
4,67150
4,55158
4,42441
4,64992
4,51582
4,62574
4,41810
4,43181
4,59369
4,63085
4,54808
4,51888
4,47415
4,59072
4,66468
4,45156
4,51729
4,42141
4,53996
4,59241
4,55418
4,42826
4,62788
4,41072
4,55408
4,44353
4,73369
4,62161
4,63979
4,41249
4,40708
4,53536
4,47252
4,60182
4,61101
4,57574
4,52737
4,42366
4,48982
4,61607
4,62660
4,43484
4,62219
4,45359
4,41915
4,44908
4,53701
4,57738
4,47217
4,56326
4,42981
4,53776
4,55067
4,75644
4,54123
4,56013
4,49889
4,63069
4,45083
4,50868
4,47112
4,50131
4,53822
4,42629
4,51449
4,55457
4,52840
4,44836
4,45102
4,50712
4,56942
4,56988
4,40034
4,57645
4,47281
4,40907
4,53249
4,58882
4,45136
4,58490
4,42836
4,63618
4,56609
4,43176
4,59151
4,56293
4,55311
4,52233
4,47194
4,46236
4,51687
4,43332
4,46549
4,43694
4,41223
4,51928
4,48311
4,42002
4,65770
4,50470
4,48325
4,51090
4,57329
4,44978
4,50968
4,45564
4,53991
4,47605
4,52523
4,53848
4,46346
4,54522
4,58879
4,57470
4,47627
4,45661
4,57206
4,57594
4,74026
4,65051
4,77882
4,45352
4,54319
4,53387
4,68490
4,54681
4,44870
4,46274
4,46791
4,47535
4,68011
4,50021
4,42667
4,61447
4,68368
4,56401
4,62624
4,67027
4,53259
4,54210
4,52970
4,47569
4,50800
4,49078
4,40058
4,54607
4,60594
4,56484
4,45204
4,44737
4,40087
4,47941
4,58429
4,67565
4,46832
4,52913
4,51309
4,48963
4,42324
4,47152
4,57813
4,53183
4,41725
4,42023
4,61367
4,50759
4,60987
4,44003
4,50723
4,65530
4,47231
4,60739
4,43564
4,48080
4,57321
4,53376
4,49132
4,57904
4,48084
4,56991
4,60178
4,57721
4,40148
4,54436
4,44593
4,53703
4,48686
4,63434
4,55388
4,41628
4,51983
4,58449
4,51638
4,52688
4,51483
4,45605
4,45426
4,60409
4,42789
4,40493
4,51836
4,43415
4,59911
4,45392
4,43766
4,52533
4,70233
4,53060
4,40313
4,43224
4,60436
4,49234
4,42460
4,57686
4,61395
4,49727
4,44144
4,50186
4,52697
4,43763
4,65252
4,45021
4,45570
4,43045
4,49150
4,46065
4,48151
4,52898
4,63858
4,55586
4,40668
4,59879
4,61770
4,46831
4,44855
4,76253
4,48438
4,44160
4,79625
4,40952
4,58110
4,54723
4,52443
4,68581
4,48195
4,71173
4,48491
4,75191
4,65528
4,54269
4,40499
4,57102
4,45799
4,50047
4,64003
4,65686
4,56919
4,60286
4,44719
4,60092
4,74442
4,48996
4,49644
4,44039
4,55760
4,49210
4,40729
4,48047
4,65983
4,41819
4,40923
4,43792
4,47406
4,62252
4,51633
4,51763
4,64920
4,46706
4,48674
4,68060
4,83701
4,58081
4,53850
4,56377
4,66797
4,70270
4,48200
4,52779
4,56213
4,46313
4,64852
4,50248
4,54600
4,60401
4,40716
4,44802
4,42179
4,69829
4,57454
4,66490
4,46196
4,45184
4,66631
4,41763
4,58312
4,76559
4,51873
4,67615
4,50821
4,44917
4,62370
4,48708
4,52240
4,50008
4,54937
4,47954
4,57888
4,55578
4,56044
4,61506
4,58519
4,58381
4,68396
4,82366
4,54563
4,55583
4,41376
4,43500
4,41878
4,49484
4,59472
4,52279
4,49020
4,43540
4,44414
4,47690
4,66057
4,58624
4,50472
4,44057
4,42016
4,57598
4,64497
4,64498
4,56448
4,52343
4,50853
4,70931
4,56465
4,40184
4,48261
4,45270
4,45632
4,41452
4,55096
4,51677
4,50357
4,60053
4,45286
4,46404
4,51014
4,46262
4,63113
4,66236
4,67083
4,69820
4,50063
4,46533
4,55017
4,48886
4,42749
4,53245
4,61592
4,43504
4,47983
4,59645
4,46176
4,43777
4,66055
4,59841
4,52508
4,51715
4,42538
4,58065
4,46556
4,48876
4,42702
4,48734
4,45484
4,60965
4,58203
4,48774
4,50865
4,52289
4,50988
4,53224
4,53864
4,41130
4,43417
4,68157
4,49425
4,45457
4,56010
4,58325
4,43274
4,54601
4,56711
4,52311
4,41282
4,46937
4,71990
4,48112
4,44103
4,56045
4,46416
4,43887
4,60691
4,40932
4,56887
4,55977
4,52964
4,55181
4,55079
4,55657
4,53203
4,62183
4,78446
4,67434
4,54141
4,59923
4,54660
4,51885
4,50295
4,71600
4,48134
4,48666
4,51404
4,57052
4,48713
4,61356
4,40452
4,59327
4,44175
4,46580
4,58992
4,64290
4,45306
4,53108
4,65305
4,47269
4,55687
4,44111
4,49656
4,62518
4,46725
4,55614
4,60518
4,50566
4,55262
4,46511
4,51519
4,40083
4,48512
4,52377
4,47808
4,49218
4,41216
4,58898
4,49874
4,42819
4,50342
4,48566
4,47836
4,62549
4,57773
4,60060
4,42263
4,57670
4,69666
4,73944
4,41439
4,54518
4,56883
4,59769
4,43929
4,56233
4,54802
4,47712
4,57370
4,64510
4,40261
4,46807
4,42929
4,58387
4,50302
4,59063
4,56671
4,48643
4,58826
4,53892
4,60551
4,41015
4,40164
4,54715
4,40518
4,59651
4,68483
4,52431
4,52915
4,46270
4,59715
4,55730
4,63233
4,61022
4,63208
4,44413
4,50563
4,44130
4,48372
4,45872
4,54591
4,67539
4,48310
4,52710
4,60162
4,51480
4,50394
4,45798
4,49364
4,52836
4,45698
4,42501
4,58116
4,58594
4,62897
4,53984
4,54684
4,60896
4,42816
4,54961
4,54009
4,62826
4,43394
4,57474
4,52906
4,53289
4,66533
4,46753
4,40294
4,52220
4,54283
4,44900
4,59805
4,69107
4,65265
4,42157
4,47898
4,50698
4,63748
4,40818
4,49378
4,44383
4,56805
4,43721
4,48515
4,67687
4,46624
4,52641
4,52592
4,53056
4,43309
4,57137
4,54293
4,68018
4,44118
4,44969
4,56985
4,43746
4,50160
4,62646
4,60016
4,50515
4,72408
4,43751
4,52147
4,55263
4,58283
4,45199
4,45731
4,48314
4,49277
4,44637
4,66941
4,44512
4,64799
4,49110
4,50693
4,43892
4,40815
4,43757
4,43450
4,43005
4,54999
4,41508
4,54278
4,57764
4,65558
4,55140
4,50156
4,50245
4,49761
4,45298
4,50261
4,73188
4,52254
4,43480
4,47042
4,60635
4,65154
4,45904
4,54347
4,57507
4,57697
4,46049
4,58266
4,41187
4,42885
4,49865
4,46877
4,50570
4,43889
4,48945
4,52648
4,54703
4,44964
4,43185
4,56376
4,47882
4,70031
4,49779
4,67382
4,56716
4,55805
4,53192
4,68040
4,50035
4,76767
4,55622
4,49793
4,52639
4,44120
4,49998
4,51718
4,53815
4,58547
4,46001
4,45727
4,57198
4,49159
4,41350
4,42851
4,54178
4,47102
4,45942
4,48058
4,55113
4,40712
4,40519
4,64135
4,52796
4,50944
4,58202
4,59355
4,43569
4,41841
4,62536
4,71029
4,62803
4,46310
4,69803
4,47268
4,47643
4,62383
4,54465
4,45757
4,60815
4,40611
4,62007
4,54435
4,58147
4,52886
4,55245
4,62354
4,54343
4,42794
4,47637
4,51732
4,43957
4,43495
4,54848
4,53201
4,43835
4,44058
4,61110
4,45419
4,54215
4,62953
4,56736
4,43617
4,69301
4,59135
4,65764
4,55492
4,40259
4,48717
4,62561
4,70843
4,52661
4,57235
4,49310
4,67739
4,50856
4,40724
4,51376
4,40956
4,45745
4,45771
4,49891
4,60867
4,53184
4,51411
4,72511
4,45708
4,49604
4,56079
4,54017
4,58089
4,74479
4,41482
4,45362
4,48834
4,71607
4,44785
4,59887
4,45453
4,41712
4,67552
4,43346
4,66651
4,60937
4,51190
4,47445
4,64477
4,45294
4,41854
4,41444
4,48108
4,40750
4,57395
4,44560
4,43602
4,43586
4,47475
4,40095
4,54234
4,57427
4,44562
4,63091
4,43222
4,52907
4,60977
4,61699
4,48479
4,51708
4,48950
4,54959
4,56397
4,47524
4,41272
4,46627
4,44239
4,68960
3,48814
3,54966
3,46793
3,51945
3,67789
3,73932
3,44645
3,42803
3,74238
3,40045
3,42407
3,65903
3,54694
3,52868
3,54670
3,47868
3,45480
3,63873
3,48710
3,40911
3,58402
3,55700
3,43917
